# Stacks v2.41;  Phylip interleaved; October 01, 2023
# Locus ID	LocusCnt	Sequence position	Length
14098	2639	251540	95
14100	2640	251635	95
14103	2641	251730	95
14108	2642	251825	95
14121	2643	251920	95
14123	2644	252015	95
14127	2645	252110	95
14136	2646	252205	95
14146	2647	252300	95
14153	2648	252395	95
14160	2649	252490	95
14162	2650	252585	95
14169	2651	252680	95
14172	2652	252775	95
14175	2653	252870	101
14180	2654	252971	95
14184	2655	253066	95
14186	2656	253161	95
14193	2657	253256	100
14195	2658	253356	95
14196	2659	253451	95
14218	2660	253546	95
14225	2661	253641	95
14253	2662	253736	99
14258	2663	253835	97
14261	2664	253932	95
14265	2665	254027	96
14266	2666	254123	95
14267	2667	254218	98
14275	2668	254316	95
14276	2669	254411	95
14277	2670	254506	97
14278	2671	254603	95
14281	2672	254698	95
14286	2673	254793	95
14288	2674	254888	95
14290	2675	254983	95
14293	2676	255078	95
14294	2677	255173	95
14295	2678	255268	95
14307	2679	255363	95
14311	2680	255458	95
14316	2681	255553	95
14317	2682	255648	95
14319	2683	255743	95
14324	2684	255838	95
14325	2685	255933	95
14326	2686	256028	95
14332	2687	256123	96
14335	2688	256219	95
14352	2689	256314	95
14361	2690	256409	95
14362	2691	256504	95
14364	2692	256599	95
14374	2693	256694	95
14379	2694	256789	95
14392	2695	256884	95
14394	2696	256979	95
14397	2697	257074	95
14405	2698	257169	95
14407	2699	257264	95
14410	2700	257359	95
14416	2701	257454	95
14423	2702	257549	95
14429	2703	257644	95
14432	2704	257739	95
14440	2705	257834	95
14445	2706	257929	95
14448	2707	258024	95
14450	2708	258119	95
14466	2709	258214	95
14471	2710	258309	95
14474	2711	258404	104
14477	2712	258508	95
14480	2713	258603	95
14483	2714	258698	95
14490	2715	258793	95
14491	2716	258888	95
14496	2717	258983	95
14497	2718	259078	101
14508	2719	259179	95
14520	2720	259274	95
14528	2721	259369	95
14531	2722	259464	95
14539	2723	259559	95
14540	2724	259654	95
14547	2725	259749	95
14552	2726	259844	95
14556	2727	259939	95
14557	2728	260034	95
14577	2729	260129	95
14582	2730	260224	95
14590	2731	260319	101
14599	2732	260420	96
14606	2733	260516	95
14611	2734	260611	95
14617	2735	260706	95
14621	2736	260801	95
14622	2737	260896	95
14624	2738	260991	95
14627	2739	261086	95
14628	2740	261181	95
14644	2741	261276	95
14645	2742	261371	95
14657	2743	261466	95
14658	2744	261561	95
14670	2745	261656	95
14675	2746	261751	95
14684	2747	261846	95
14702	2748	261941	95
14703	2749	262036	95
14706	2750	262131	95
14713	2751	262226	96
14715	2752	262322	95
14718	2753	262417	95
14725	2754	262512	95
14734	2755	262607	95
14747	2756	262702	95
14748	2757	262797	95
14755	2758	262892	96
14756	2759	262988	95
14757	2760	263083	95
14759	2761	263178	95
14765	2762	263273	95
14767	2763	263368	95
14774	2764	263463	95
14775	2765	263558	95
14789	2766	263653	95
14792	2767	263748	99
14797	2768	263847	95
14800	2769	263942	95
14805	2770	264037	95
14806	2771	264132	96
14810	2772	264228	95
14811	2773	264323	95
14816	2774	264418	95
14824	2775	264513	95
14826	2776	264608	98
14842	2777	264706	95
14844	2778	264801	95
14845	2779	264896	95
14846	2780	264991	95
14850	2781	265086	95
14852	2782	265181	95
14853	2783	265276	95
14856	2784	265371	95
14862	2785	265466	95
14867	2786	265561	95
14877	2787	265656	95
14879	2788	265751	95
14882	2789	265846	95
14890	2790	265941	95
14894	2791	266036	95
14899	2792	266131	95
14904	2793	266226	95
14910	2794	266321	95
14921	2795	266416	95
14924	2796	266511	95
14925	2797	266606	95
14926	2798	266701	96
14934	2799	266797	95
14935	2800	266892	95
14942	2801	266987	95
14943	2802	267082	95
14947	2803	267177	95
14948	2804	267272	95
14950	2805	267367	95
14956	2806	267462	95
14964	2807	267557	95
14987	2808	267652	95
14998	2809	267747	95
15011	2810	267842	95
15024	2811	267937	95
15030	2812	268032	95
15035	2813	268127	95
15049	2814	268222	95
15051	2815	268317	95
15054	2816	268412	96
15055	2817	268508	95
15058	2818	268603	95
15066	2819	268698	95
15069	2820	268793	95
15070	2821	268888	95
15074	2822	268983	97
15100	2823	269080	95
15114	2824	269175	95
15115	2825	269270	95
15128	2826	269365	95
15130	2827	269460	95
15134	2828	269555	95
15142	2829	269650	95
15146	2830	269745	95
15149	2831	269840	95
15178	2832	269935	95
15182	2833	270030	95
15187	2834	270125	95
15188	2835	270220	95
15203	2836	270315	95
15215	2837	270410	95
15220	2838	270505	95
15225	2839	270600	95
15227	2840	270695	95
15229	2841	270790	95
15233	2842	270885	95
15234	2843	270980	95
15242	2844	271075	99
15255	2845	271174	98
15269	2846	271272	95
15277	2847	271367	95
15279	2848	271462	95
15290	2849	271557	95
15297	2850	271652	95
15298	2851	271747	95
15300	2852	271842	95
15307	2853	271937	95
15316	2854	272032	95
15322	2855	272127	99
15328	2856	272226	95
15361	2857	272321	95
15376	2858	272416	95
15377	2859	272511	95
15382	2860	272606	95
15412	2861	272701	95
15433	2862	272796	95
15435	2863	272891	96
15437	2864	272987	95
15447	2865	273082	95
15467	2866	273177	95
15470	2867	273272	95
15503	2868	273367	95
15505	2869	273462	95
15508	2870	273557	95
15535	2871	273652	95
15546	2872	273747	95
15547	2873	273842	100
15551	2874	273942	95
15553	2875	274037	95
15562	2876	274132	95
15567	2877	274227	95
15573	2878	274322	95
15586	2879	274417	95
15605	2880	274512	95
15612	2881	274607	95
15623	2882	274702	95
15624	2883	274797	95
15639	2884	274892	95
15643	2885	274987	95
15644	2886	275082	95
15645	2887	275177	95
15646	2888	275272	96
15647	2889	275368	95
15648	2890	275463	95
15649	2891	275558	95
15651	2892	275653	95
15657	2893	275748	95
15664	2894	275843	95
15673	2895	275938	99
15678	2896	276037	95
15679	2897	276132	98
15680	2898	276230	95
15684	2899	276325	95
15685	2900	276420	95
15695	2901	276515	95
15697	2902	276610	95
15703	2903	276705	95
15708	2904	276800	95
15710	2905	276895	95
15711	2906	276990	95
15718	2907	277085	95
15721	2908	277180	95
15726	2909	277275	95
15735	2910	277370	95
15736	2911	277465	95
15746	2912	277560	95
15751	2913	277655	95
15754	2914	277750	95
15756	2915	277845	95
15763	2916	277940	95
15766	2917	278035	95
15770	2918	278130	95
15775	2919	278225	96
15786	2920	278321	96
15805	2921	278417	95
15809	2922	278512	95
15812	2923	278607	95
15828	2924	278702	95
15832	2925	278797	95
15852	2926	278892	95
15856	2927	278987	95
15859	2928	279082	95
15864	2929	279177	95
15871	2930	279272	95
15876	2931	279367	95
15882	2932	279462	95
15885	2933	279557	95
15896	2934	279652	95
15908	2935	279747	95
15910	2936	279842	95
15914	2937	279937	95
15915	2938	280032	95
15916	2939	280127	95
15919	2940	280222	95
15934	2941	280317	95
15936	2942	280412	95
15939	2943	280507	96
15957	2944	280603	96
15959	2945	280699	95
15960	2946	280794	95
15966	2947	280889	95
15970	2948	280984	103
15997	2949	281087	95
16002	2950	281182	95
16029	2951	281277	95
16038	2952	281372	95
16042	2953	281467	95
16047	2954	281562	95
16051	2955	281657	95
16055	2956	281752	95
16064	2957	281847	95
16071	2958	281942	95
16084	2959	282037	95
16086	2960	282132	95
16088	2961	282227	95
16095	2962	282322	95
16102	2963	282417	96
16103	2964	282513	95
16110	2965	282608	95
16111	2966	282703	95
16113	2967	282798	95
16116	2968	282893	95
16117	2969	282988	95
16119	2970	283083	95
16127	2971	283178	95
16153	2972	283273	95
16154	2973	283368	103
16156	2974	283471	96
16159	2975	283567	95
16168	2976	283662	95
16175	2977	283757	96
16176	2978	283853	97
16194	2979	283950	95
16202	2980	284045	95
16218	2981	284140	95
16222	2982	284235	101
16224	2983	284336	95
16225	2984	284431	95
16234	2985	284526	95
16239	2986	284621	95
16247	2987	284716	95
16250	2988	284811	95
16253	2989	284906	97
16258	2990	285003	95
16259	2991	285098	95
16261	2992	285193	95
16274	2993	285288	95
16279	2994	285383	95
16280	2995	285478	95
16282	2996	285573	95
16290	2997	285668	95
16296	2998	285763	95
16300	2999	285858	96
16306	3000	285954	95
16312	3001	286049	95
16321	3002	286144	95
16329	3003	286239	95
16332	3004	286334	95
16335	3005	286429	95
16344	3006	286524	96
16345	3007	286620	96
16355	3008	286716	95
16362	3009	286811	95
16368	3010	286906	95
16370	3011	287001	95
16391	3012	287096	96
16401	3013	287192	95
16405	3014	287287	95
16415	3015	287382	95
16419	3016	287477	95
16422	3017	287572	95
16430	3018	287667	95
16433	3019	287762	96
16434	3020	287858	95
16443	3021	287953	95
16453	3022	288048	95
16454	3023	288143	95
16456	3024	288238	95
16482	3025	288333	95
16496	3026	288428	95
16497	3027	288523	95
16509	3028	288618	95
16510	3029	288713	95
16511	3030	288808	95
16512	3031	288903	95
16513	3032	288998	95
16517	3033	289093	95
16524	3034	289188	95
16531	3035	289283	95
16542	3036	289378	95
16544	3037	289473	95
16547	3038	289568	97
16560	3039	289665	95
16574	3040	289760	95
16586	3041	289855	95
16587	3042	289950	96
16591	3043	290046	95
16593	3044	290141	95
16600	3045	290236	95
16603	3046	290331	95
16604	3047	290426	95
16605	3048	290521	95
16616	3049	290616	95
16620	3050	290711	95
16623	3051	290806	96
16630	3052	290902	95
16635	3053	290997	95
16639	3054	291092	95
16651	3055	291187	95
16672	3056	291282	95
16673	3057	291377	95
16677	3058	291472	95
16690	3059	291567	95
16692	3060	291662	95
16696	3061	291757	100
16705	3062	291857	95
16708	3063	291952	95
16715	3064	292047	95
16726	3065	292142	95
16727	3066	292237	95
16728	3067	292332	95
16731	3068	292427	95
16744	3069	292522	95
16761	3070	292617	95
16763	3071	292712	95
16770	3072	292807	95
16788	3073	292902	95
16795	3074	292997	95
16798	3075	293092	95
16809	3076	293187	95
16812	3077	293282	95
16820	3078	293377	95
16838	3079	293472	95
16850	3080	293567	95
16851	3081	293662	95
16855	3082	293757	95
16859	3083	293852	95
16860	3084	293947	95
16865	3085	294042	95
16883	3086	294137	95
16886	3087	294232	95
16888	3088	294327	95
16889	3089	294422	95
16896	3090	294517	95
16898	3091	294612	95
16902	3092	294707	95
16910	3093	294802	97
16911	3094	294899	95
16914	3095	294994	95
16917	3096	295089	95
16920	3097	295184	95
16922	3098	295279	95
16925	3099	295374	95
16932	3100	295469	95
16935	3101	295564	95
16937	3102	295659	95
16941	3103	295754	95
16942	3104	295849	95
16945	3105	295944	95
16959	3106	296039	95
16970	3107	296134	95
16982	3108	296229	95
16983	3109	296324	95
16988	3110	296419	95
17001	3111	296514	95
17016	3112	296609	95
17018	3113	296704	95
17026	3114	296799	95
17032	3115	296894	95
17034	3116	296989	95
17038	3117	297084	95
17045	3118	297179	95
17046	3119	297274	95
17058	3120	297369	95
17060	3121	297464	95
17062	3122	297559	95
17068	3123	297654	95
17074	3124	297749	95
17075	3125	297844	95
17078	3126	297939	95
17081	3127	298034	95
17086	3128	298129	95
17088	3129	298224	95
17090	3130	298319	96
17094	3131	298415	95
17096	3132	298510	95
17107	3133	298605	95
17109	3134	298700	95
17117	3135	298795	95
17118	3136	298890	95
17121	3137	298985	95
17133	3138	299080	96
17136	3139	299176	95
17137	3140	299271	95
17143	3141	299366	95
17154	3142	299461	95
17160	3143	299556	95
17162	3144	299651	95
17165	3145	299746	95
17166	3146	299841	95
17173	3147	299936	95
17180	3148	300031	95
17182	3149	300126	95
17186	3150	300221	96
17195	3151	300317	95
17196	3152	300412	95
17197	3153	300507	95
17199	3154	300602	98
17200	3155	300700	95
17201	3156	300795	95
17205	3157	300890	99
17206	3158	300989	95
17216	3159	301084	95
17218	3160	301179	97
17221	3161	301276	95
17225	3162	301371	95
17230	3163	301466	95
17234	3164	301561	95
17240	3165	301656	95
17241	3166	301751	95
17244	3167	301846	95
17246	3168	301941	95
17250	3169	302036	95
17253	3170	302131	95
17255	3171	302226	95
17260	3172	302321	95
17261	3173	302416	95
17263	3174	302511	95
17264	3175	302606	95
17265	3176	302701	95
17271	3177	302796	95
17273	3178	302891	95
17276	3179	302986	95
17284	3180	303081	95
17290	3181	303176	95
17291	3182	303271	95
17292	3183	303366	95
17297	3184	303461	100
17300	3185	303561	95
17306	3186	303656	95
17307	3187	303751	95
17314	3188	303846	95
17323	3189	303941	95
17337	3190	304036	95
17338	3191	304131	95
17340	3192	304226	95
17341	3193	304321	95
17346	3194	304416	95
17347	3195	304511	95
17351	3196	304606	95
17354	3197	304701	95
17360	3198	304796	95
17372	3199	304891	95
17376	3200	304986	95
17380	3201	305081	95
17393	3202	305176	95
17400	3203	305271	95
17401	3204	305366	95
17405	3205	305461	95
17413	3206	305556	95
17415	3207	305651	95
17420	3208	305746	96
17424	3209	305842	95
17425	3210	305937	95
17436	3211	306032	95
17439	3212	306127	95
17463	3213	306222	95
17469	3214	306317	95
17477	3215	306412	95
17481	3216	306507	95
17484	3217	306602	95
17486	3218	306697	97
17489	3219	306794	95
17493	3220	306889	96
17496	3221	306985	95
17497	3222	307080	95
17498	3223	307175	95
17502	3224	307270	95
17504	3225	307365	95
17506	3226	307460	95
17516	3227	307555	95
17523	3228	307650	95
17525	3229	307745	95
17530	3230	307840	95
17531	3231	307935	95
17533	3232	308030	95
17540	3233	308125	95
17542	3234	308220	95
17555	3235	308315	95
17566	3236	308410	96
17567	3237	308506	95
17568	3238	308601	95
17577	3239	308696	95
17580	3240	308791	95
17585	3241	308886	95
17587	3242	308981	95
17592	3243	309076	95
17621	3244	309171	95
17622	3245	309266	95
17640	3246	309361	95
17641	3247	309456	95
17657	3248	309551	95
17661	3249	309646	95
17672	3250	309741	95
17681	3251	309836	95
17682	3252	309931	95
17692	3253	310026	95
17701	3254	310121	95
17707	3255	310216	95
17711	3256	310311	99
17729	3257	310410	95
17730	3258	310505	95
17731	3259	310600	95
17732	3260	310695	95
17741	3261	310790	95
17749	3262	310885	104
17752	3263	310989	95
17755	3264	311084	95
17757	3265	311179	95
17758	3266	311274	95
17759	3267	311369	95
17760	3268	311464	95
17766	3269	311559	96
17785	3270	311655	95
17791	3271	311750	95
17796	3272	311845	97
17803	3273	311942	95
17815	3274	312037	96
17817	3275	312133	95
17820	3276	312228	95
17822	3277	312323	95
17828	3278	312418	95
17836	3279	312513	95
17839	3280	312608	95
17843	3281	312703	95
17848	3282	312798	95
17850	3283	312893	95
17852	3284	312988	95
17864	3285	313083	95
17866	3286	313178	95
17870	3287	313273	100
17872	3288	313373	96
17873	3289	313469	95
17874	3290	313564	95
17884	3291	313659	95
17886	3292	313754	95
17895	3293	313849	95
17896	3294	313944	95
17897	3295	314039	95
17899	3296	314134	95
17905	3297	314229	95
17907	3298	314324	95
17909	3299	314419	95
17912	3300	314514	95
17921	3301	314609	95
17922	3302	314704	95
17925	3303	314799	95
17929	3304	314894	95
17934	3305	314989	95
17936	3306	315084	95
17938	3307	315179	95
17949	3308	315274	95
17950	3309	315369	95
17957	3310	315464	95
17963	3311	315559	95
17967	3312	315654	95
17970	3313	315749	95
17976	3314	315844	95
17985	3315	315939	95
17987	3316	316034	95
17991	3317	316129	95
17994	3318	316224	95
17998	3319	316319	97
18004	3320	316416	95
18009	3321	316511	95
18016	3322	316606	95
18019	3323	316701	95
18026	3324	316796	95
18028	3325	316891	95
18030	3326	316986	96
18033	3327	317082	96
18041	3328	317178	95
18043	3329	317273	95
18045	3330	317368	95
18052	3331	317463	96
18055	3332	317559	95
18057	3333	317654	95
18062	3334	317749	95
18069	3335	317844	95
18076	3336	317939	95
18077	3337	318034	95
18092	3338	318129	95
18099	3339	318224	95
18105	3340	318319	95
18113	3341	318414	95
18115	3342	318509	95
18116	3343	318604	95
18121	3344	318699	96
18127	3345	318795	95
18147	3346	318890	95
18157	3347	318985	95
18161	3348	319080	95
18171	3349	319175	95
18178	3350	319270	95
18184	3351	319365	95
18188	3352	319460	95
18189	3353	319555	96
18203	3354	319651	95
18208	3355	319746	95
18209	3356	319841	95
18210	3357	319936	95
18211	3358	320031	95
18219	3359	320126	97
18221	3360	320223	95
18230	3361	320318	96
18234	3362	320414	95
18237	3363	320509	95
18244	3364	320604	95
18247	3365	320699	95
18261	3366	320794	95
18265	3367	320889	95
18273	3368	320984	97
18276	3369	321081	95
18284	3370	321176	95
18288	3371	321271	95
18290	3372	321366	95
18295	3373	321461	97
18296	3374	321558	95
18297	3375	321653	95
18307	3376	321748	95
18314	3377	321843	95
18315	3378	321938	95
18316	3379	322033	95
18329	3380	322128	95
18332	3381	322223	95
18335	3382	322318	95
18338	3383	322413	95
18344	3384	322508	95
18345	3385	322603	95
18348	3386	322698	95
18353	3387	322793	95
18354	3388	322888	95
18356	3389	322983	95
18363	3390	323078	95
18383	3391	323173	95
18393	3392	323268	95
18399	3393	323363	96
18401	3394	323459	95
18407	3395	323554	95
18421	3396	323649	95
18432	3397	323744	95
18434	3398	323839	95
18440	3399	323934	95
18454	3400	324029	95
18469	3401	324124	95
18470	3402	324219	95
18476	3403	324314	95
18485	3404	324409	95
18491	3405	324504	95
18506	3406	324599	95
18509	3407	324694	95
18512	3408	324789	95
18520	3409	324884	95
18521	3410	324979	95
18523	3411	325074	95
18528	3412	325169	95
18540	3413	325264	95
18542	3414	325359	95
18543	3415	325454	95
18546	3416	325549	95
18548	3417	325644	95
18556	3418	325739	95
18557	3419	325834	95
18565	3420	325929	95
18569	3421	326024	95
18571	3422	326119	95
18578	3423	326214	95
18590	3424	326309	95
18599	3425	326404	95
18600	3426	326499	95
18601	3427	326594	95
18604	3428	326689	95
18607	3429	326784	95
18609	3430	326879	95
18611	3431	326974	95
18615	3432	327069	95
18628	3433	327164	95
18631	3434	327259	96
18637	3435	327355	95
18644	3436	327450	95
18646	3437	327545	95
18647	3438	327640	95
18648	3439	327735	95
18649	3440	327830	95
18660	3441	327925	95
18670	3442	328020	95
18672	3443	328115	95
18703	3444	328210	95
18707	3445	328305	99
18712	3446	328404	95
18715	3447	328499	95
18718	3448	328594	95
18720	3449	328689	96
18724	3450	328785	95
18731	3451	328880	95
18735	3452	328975	95
18739	3453	329070	103
18744	3454	329173	95
18745	3455	329268	96
18748	3456	329364	96
18750	3457	329460	95
18754	3458	329555	95
18755	3459	329650	95
18756	3460	329745	95
18769	3461	329840	95
18774	3462	329935	95
18777	3463	330030	95
18787	3464	330125	95
18790	3465	330220	95
18791	3466	330315	95
18800	3467	330410	95
18801	3468	330505	97
18807	3469	330602	95
18809	3470	330697	95
18814	3471	330792	95
18815	3472	330887	97
18823	3473	330984	95
18825	3474	331079	97
18831	3475	331176	95
18836	3476	331271	95
18837	3477	331366	96
18840	3478	331462	95
18841	3479	331557	95
18853	3480	331652	95
18858	3481	331747	95
18861	3482	331842	95
18869	3483	331937	95
18874	3484	332032	95
18875	3485	332127	95
18877	3486	332222	95
18885	3487	332317	95
18891	3488	332412	95
18893	3489	332507	95
18909	3490	332602	100
18915	3491	332702	95
18920	3492	332797	95
18924	3493	332892	95
18936	3494	332987	97
18954	3495	333084	95
18960	3496	333179	95
18962	3497	333274	95
18966	3498	333369	95
18968	3499	333464	95
18973	3500	333559	95
18977	3501	333654	95
18980	3502	333749	95
18982	3503	333844	95
18984	3504	333939	95
18989	3505	334034	95
18991	3506	334129	95
18993	3507	334224	95
18997	3508	334319	95
19001	3509	334414	95
19003	3510	334509	95
19004	3511	334604	95
19012	3512	334699	95
19024	3513	334794	95
19026	3514	334889	95
19027	3515	334984	95
19032	3516	335079	95
19033	3517	335174	95
19039	3518	335269	95
19048	3519	335364	95
19055	3520	335459	95
19064	3521	335554	95
19067	3522	335649	95
19084	3523	335744	95
19087	3524	335839	95
19093	3525	335934	95
19097	3526	336029	95
19110	3527	336124	95
19111	3528	336219	105
19115	3529	336324	95
19116	3530	336419	95
19131	3531	336514	95
19143	3532	336609	95
19147	3533	336704	95
19162	3534	336799	95
19169	3535	336894	96
19175	3536	336990	95
19187	3537	337085	95
19188	3538	337180	95
19191	3539	337275	95
19204	3540	337370	95
19209	3541	337465	95
19217	3542	337560	95
19224	3543	337655	95
19235	3544	337750	95
19237	3545	337845	95
19238	3546	337940	96
19247	3547	338036	95
19260	3548	338131	95
19267	3549	338226	95
19285	3550	338321	95
19287	3551	338416	95
19289	3552	338511	95
19290	3553	338606	95
19293	3554	338701	99
19305	3555	338800	95
19307	3556	338895	95
19308	3557	338990	95
19309	3558	339085	95
19310	3559	339180	95
19316	3560	339275	95
19317	3561	339370	95
19324	3562	339465	95
19325	3563	339560	95
19332	3564	339655	95
19338	3565	339750	95
19345	3566	339845	96
19346	3567	339941	95
19348	3568	340036	95
19355	3569	340131	95
19367	3570	340226	95
19373	3571	340321	95
19376	3572	340416	95
19377	3573	340511	95
19381	3574	340606	96
19383	3575	340702	95
19386	3576	340797	95
19406	3577	340892	95
19408	3578	340987	95
19417	3579	341082	95
19420	3580	341177	95
19423	3581	341272	95
19424	3582	341367	95
19425	3583	341462	96
19437	3584	341558	101
19440	3585	341659	95
19441	3586	341754	95
19442	3587	341849	95
19447	3588	341944	95
19449	3589	342039	95
19451	3590	342134	95
19452	3591	342229	95
19459	3592	342324	95
19461	3593	342419	95
19464	3594	342514	95
19469	3595	342609	95
19470	3596	342704	95
19474	3597	342799	95
19475	3598	342894	95
19479	3599	342989	95
19480	3600	343084	95
19488	3601	343179	95
19492	3602	343274	95
19493	3603	343369	95
19499	3604	343464	95
19506	3605	343559	97
19513	3606	343656	95
19515	3607	343751	95
19516	3608	343846	95
19517	3609	343941	95
19530	3610	344036	95
19543	3611	344131	95
19550	3612	344226	95
19568	3613	344321	95
19577	3614	344416	95
19578	3615	344511	95
19579	3616	344606	95
19581	3617	344701	95
19591	3618	344796	95
19597	3619	344891	95
19601	3620	344986	96
19603	3621	345082	98
19607	3622	345180	95
19610	3623	345275	95
19614	3624	345370	95
19615	3625	345465	95
19630	3626	345560	95
19631	3627	345655	95
19633	3628	345750	96
19640	3629	345846	95
19650	3630	345941	95
19655	3631	346036	95
19657	3632	346131	95
19658	3633	346226	95
19659	3634	346321	95
19663	3635	346416	96
19666	3636	346512	95
19670	3637	346607	95
19671	3638	346702	96
19678	3639	346798	95
19684	3640	346893	95
19692	3641	346988	95
19696	3642	347083	95
19700	3643	347178	95
19701	3644	347273	96
19706	3645	347369	95
19711	3646	347464	95
19712	3647	347559	96
19716	3648	347655	95
19717	3649	347750	95
19719	3650	347845	95
19723	3651	347940	95
19724	3652	348035	95
19737	3653	348130	95
19743	3654	348225	95
19753	3655	348320	98
19768	3656	348418	95
19769	3657	348513	95
19771	3658	348608	95
19774	3659	348703	95
19777	3660	348798	95
19787	3661	348893	96
19793	3662	348989	95
19798	3663	349084	95
19801	3664	349179	95
19808	3665	349274	95
19811	3666	349369	95
19814	3667	349464	95
19820	3668	349559	95
19837	3669	349654	95
19843	3670	349749	95
19848	3671	349844	95
19852	3672	349939	95
19853	3673	350034	95
19864	3674	350129	95
19875	3675	350224	102
19878	3676	350326	95
19884	3677	350421	95
19885	3678	350516	95
19891	3679	350611	95
19894	3680	350706	95
19897	3681	350801	95
19899	3682	350896	95
19900	3683	350991	103
19901	3684	351094	95
19902	3685	351189	100
19904	3686	351289	95
19910	3687	351384	95
19913	3688	351479	95
19920	3689	351574	95
19932	3690	351669	95
19936	3691	351764	95
19939	3692	351859	95
19942	3693	351954	95
19945	3694	352049	95
19960	3695	352144	95
19966	3696	352239	95
19972	3697	352334	95
19973	3698	352429	96
19983	3699	352525	95
19986	3700	352620	95
19991	3701	352715	96
19998	3702	352811	95
19999	3703	352906	95
20004	3704	353001	95
20007	3705	353096	95
20012	3706	353191	95
20015	3707	353286	95
20019	3708	353381	95
20022	3709	353476	103
20031	3710	353579	95
20044	3711	353674	97
20049	3712	353771	95
20054	3713	353866	95
20062	3714	353961	95
20079	3715	354056	95
20082	3716	354151	95
20088	3717	354246	95
20096	3718	354341	95
20097	3719	354436	95
20102	3720	354531	95
20103	3721	354626	95
20107	3722	354721	95
20110	3723	354816	95
20117	3724	354911	95
20120	3725	355006	95
20121	3726	355101	96
20127	3727	355197	95
20128	3728	355292	95
20130	3729	355387	95
20135	3730	355482	95
20146	3731	355577	95
20154	3732	355672	95
20156	3733	355767	95
20162	3734	355862	95
20167	3735	355957	95
20171	3736	356052	95
20180	3737	356147	95
20181	3738	356242	95
20185	3739	356337	95
20186	3740	356432	95
20187	3741	356527	96
20188	3742	356623	95
20191	3743	356718	96
20195	3744	356814	95
20199	3745	356909	95
20203	3746	357004	97
20211	3747	357101	95
20218	3748	357196	95
20220	3749	357291	95
20231	3750	357386	95
20234	3751	357481	95
20235	3752	357576	95
20245	3753	357671	95
20250	3754	357766	95
20255	3755	357861	95
20256	3756	357956	95
20261	3757	358051	95
20264	3758	358146	95
20267	3759	358241	95
20270	3760	358336	95
20276	3761	358431	95
20277	3762	358526	95
20279	3763	358621	95
20280	3764	358716	95
20282	3765	358811	95
20288	3766	358906	95
20290	3767	359001	95
20297	3768	359096	95
20299	3769	359191	95
20302	3770	359286	95
20303	3771	359381	95
20316	3772	359476	95
20319	3773	359571	95
20324	3774	359666	95
20326	3775	359761	95
20331	3776	359856	95
20336	3777	359951	95
20338	3778	360046	95
20343	3779	360141	95
20345	3780	360236	95
20347	3781	360331	95
20358	3782	360426	95
20360	3783	360521	95
20368	3784	360616	95
20371	3785	360711	95
20374	3786	360806	95
20375	3787	360901	95
20393	3788	360996	95
20395	3789	361091	95
20409	3790	361186	103
20411	3791	361289	95
20440	3792	361384	95
20444	3793	361479	95
20462	3794	361574	95
20472	3795	361669	95
20478	3796	361764	95
20481	3797	361859	95
20483	3798	361954	95
20485	3799	362049	98
20488	3800	362147	95
20492	3801	362242	95
20498	3802	362337	96
20504	3803	362433	96
20510	3804	362529	95
20513	3805	362624	95
20517	3806	362719	95
20523	3807	362814	95
20527	3808	362909	95
20543	3809	363004	95
20544	3810	363099	95
20545	3811	363194	95
20550	3812	363289	95
20551	3813	363384	98
20557	3814	363482	95
20558	3815	363577	95
20569	3816	363672	95
20571	3817	363767	95
20577	3818	363862	95
20579	3819	363957	95
20581	3820	364052	95
20584	3821	364147	95
20587	3822	364242	95
20592	3823	364337	95
20595	3824	364432	96
20597	3825	364528	95
20598	3826	364623	95
20603	3827	364718	95
20605	3828	364813	96
20610	3829	364909	95
20617	3830	365004	95
20626	3831	365099	95
20629	3832	365194	95
20636	3833	365289	95
20644	3834	365384	95
20648	3835	365479	95
20659	3836	365574	95
20676	3837	365669	95
20679	3838	365764	95
20680	3839	365859	95
20685	3840	365954	95
20697	3841	366049	96
20700	3842	366145	96
20705	3843	366241	95
20711	3844	366336	95
20720	3845	366431	96
20724	3846	366527	95
20728	3847	366622	95
20737	3848	366717	95
20747	3849	366812	95
20753	3850	366907	95
20754	3851	367002	95
20759	3852	367097	95
20760	3853	367192	95
20765	3854	367287	95
20773	3855	367382	95
20778	3856	367477	95
20781	3857	367572	95
20783	3858	367667	95
20790	3859	367762	95
20798	3860	367857	95
20800	3861	367952	95
20806	3862	368047	95
20807	3863	368142	95
20815	3864	368237	95
20823	3865	368332	95
20827	3866	368427	95
20829	3867	368522	95
20835	3868	368617	95
20836	3869	368712	95
20841	3870	368807	95
20845	3871	368902	95
20849	3872	368997	95
20858	3873	369092	95
20859	3874	369187	95
20867	3875	369282	95
20873	3876	369377	95
20876	3877	369472	95
20877	3878	369567	95
20881	3879	369662	95
20882	3880	369757	95
20904	3881	369852	95
20909	3882	369947	95
20914	3883	370042	95
20919	3884	370137	95
20920	3885	370232	98
20930	3886	370330	95
20938	3887	370425	95
20940	3888	370520	95
20944	3889	370615	95
20951	3890	370710	95
20958	3891	370805	95
20959	3892	370900	95
20970	3893	370995	96
20972	3894	371091	95
20975	3895	371186	95
20977	3896	371281	99
20982	3897	371380	102
20984	3898	371482	95
20985	3899	371577	95
20994	3900	371672	95
20995	3901	371767	97
20999	3902	371864	95
21001	3903	371959	95
21002	3904	372054	95
21004	3905	372149	95
21017	3906	372244	95
